Coin,Date,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P0,P1,P2,P3,P4,P5,R_T1W
BTC,25/02/2020,-0.419559997,-0.192287724,-2.063471339,0.072510072,0.685715919,1.049439318,1.346555662,-0.37274219,0.111039945,0.733083731,1.117250412,-0.419559997,-0.192287724,-2.063471339,0.072510072,0.685715919,1.049439318,0.097815911
ETH,25/02/2020,-0.400460461,-0.193198444,0.404331929,1.27050905,0.639122584,0.982483515,-0.340136337,-0.185546645,1.27162631,0.592967447,0.91587404,-0.400460461,-0.193198444,0.404331929,1.27050905,0.639122584,0.982483515,0.008307207
BNB,25/02/2020,-0.417814861,-0.193248414,0.11264993,1.065137797,0.452749242,0.7146603,0.924882662,-0.37274219,1.100951845,0.499556591,0.781623124,-0.417814861,-0.193248414,0.11264993,1.065137797,0.452749242,0.7146603,0.088049869
ADA,25/02/2020,0.841397188,-0.119188189,-0.491753425,-0.440918061,-0.385930798,-0.490544165,-0.129299837,-0.185546645,-0.400983451,-0.387846539,-0.493760569,0.841397188,-0.119188189,-0.491753425,-0.440918061,-0.385930798,-0.490544165,0.088570631
XRP,25/02/2020,-0.026322849,-0.127543823,-1.025334904,1.647023015,-0.15296412,-0.155765147,-0.023881587,0.188844446,1.647110134,-0.154319399,-0.158133281,-0.026322849,-0.127543823,-1.025334904,1.647023015,-0.15296412,-0.155765147,0.075849834
BTC,25/02/2020,-0.154299436,-0.152866873,-1.658339742,0.243652783,-0.57230414,-0.75836738,-0.550972836,0.188844446,0.281714411,-0.57466825,-0.762262399,-0.154299436,-0.152866873,-1.658339742,0.243652783,-0.57230414,-0.75836738,0.086092987
ETH,25/02/2020,-0.396679334,-0.169391896,1.180680671,1.030909255,1.943735979,2.857246016,3.665757159,0.001648901,1.032682058,1.947424857,2.862512308,-0.396679334,-0.169391896,1.180680671,1.030909255,1.943735979,2.857246016,0.089767775
BNB,25/02/2020,-0.340253294,-0.182298861,-2.26906553,1.338966135,0.406155906,0.647704496,1.135719162,-0.185546645,1.339896096,0.359440308,0.580246752,-0.340253294,-0.182298861,-2.26906553,1.338966135,0.406155906,0.647704496,0.071175475
ADA,25/02/2020,-0.011392247,-0.126697029,-0.515343008,0.859766543,1.105055939,1.652041551,1.662810411,-0.185546645,0.896142486,1.153432582,1.72137953,-0.011392247,-0.126697029,-0.515343008,0.859766543,1.105055939,1.652041551,0.011502119
XRP,25/02/2020,-0.359934542,-0.130945145,-1.111050804,1.338966135,0.312969235,0.513792889,0.714046162,0.001648901,1.339896096,0.31273488,0.513121294,-0.359934542,-0.130945145,-1.111050804,1.338966135,0.312969235,0.513792889,0.067637522
BTC,25/02/2020,-0.114839988,-0.146201168,-0.424526657,-1.433545786,0.080002557,0.179013871,0.081536663,0.001648901,-1.425030243,0.07920774,0.177494007,-0.114839988,-0.146201168,-0.424526657,-1.433545786,0.080002557,0.179013871,0.050461955
ETH,25/02/2020,-0.176404482,-0.149473466,-0.547876088,0.277881326,-0.106370785,-0.088809343,-0.129299837,0.188844446,0.315849304,-0.107613971,-0.091007824,-0.176404482,-0.149473466,-0.547876088,0.277881326,-0.106370785,-0.088809343,0.014233349
BNB,25/02/2020,2.038947792,-0.162128425,-0.713994919,0.004052988,-0.57230414,-0.75836738,-0.867227586,-0.37274219,0.042770159,-0.57466825,-0.762262399,2.038947792,-0.162128425,-0.713994919,0.004052988,-0.57230414,-0.75836738,0.001954083
ADA,25/02/2020,-0.008871496,-0.155762477,-0.655127223,-0.57783223,0.77890259,1.183350925,1.030300912,-0.37274219,-0.571657916,0.779789159,1.18437587,-0.008871496,-0.155762477,-0.655127223,-0.57783223,0.77890259,1.183350925,0.023359154
XRP,25/02/2020,0.294394233,-0.161778999,-0.659430728,0.722852375,-0.339337462,-0.423588362,-0.234718087,0.001648901,0.725468021,-0.387846539,-0.493760569,0.294394233,-0.161778999,-0.659430728,0.722852375,-0.339337462,-0.423588362,0.094737423
BTC,25/02/2020,-0.122305289,-0.161969437,-0.716013848,0.791309459,0.312969235,0.513792889,1.768228661,-0.37274219,0.8278727,0.359440308,0.580246752,-0.122305289,-0.161969437,-0.716013848,0.791309459,0.312969235,0.513792889,0.0449175
ETH,25/02/2020,-0.419850853,-0.172498187,-0.058268283,1.681251557,-0.059777449,-0.02185354,-0.129299837,0.376039992,1.681245027,-0.060908543,-0.023882366,-0.419850853,-0.172498187,-0.058268283,1.681251557,-0.059777449,-0.02185354,0.062721946
BNB,25/02/2020,-0.220420672,-0.173335034,-0.84255106,0.825538001,1.477802623,2.18768798,3.24408416,-0.185546645,0.862007593,1.480370578,2.191257733,-0.220420672,-0.173335034,-0.84255106,0.825538001,1.477802623,2.18768798,0.037940678
ADA,25/02/2020,-0.035824141,-0.178375087,-0.690936634,-0.167089723,0.545935913,0.848571907,1.135719162,-0.185546645,-0.162039199,0.499556591,0.781623124,-0.035824141,-0.178375087,-0.690936634,-0.167089723,0.545935913,0.848571907,0.04793857
XRP,25/02/2020,-0.290613891,-0.178549086,-0.535709389,1.544337388,0.2663759,0.446837086,-0.023881587,0.188844446,1.544705455,0.219324024,0.378870379,-0.290613891,-0.178549086,-0.535709389,1.544337388,0.2663759,0.446837086,0.066389949
BTC,25/02/2020,-0.318439103,-0.181817085,-0.747200976,1.236280508,-0.339337462,-0.423588362,-0.761809336,-0.185546645,1.237491417,-0.341141111,-0.426635111,-0.318439103,-0.181817085,-0.747200976,1.236280508,-0.339337462,-0.423588362,0.001941119
ETH,25/02/2020,-0.33162457,-0.183945123,-0.525083451,0.585938206,-0.059777449,-0.02185354,-1.078064086,1.312017719,0.623063341,-0.060908543,-0.023882366,-0.33162457,-0.183945123,-0.525083451,0.585938206,-0.059777449,-0.02185354,0.08961118
BNB,25/02/2020,-0.322026326,-0.184832318,-0.222704674,-1.19394599,-0.199557456,-0.222720951,0.186954913,0.001648901,-1.186085992,-0.201024827,-0.225258739,-0.322026326,-0.184832318,-0.222704674,-1.19394599,-0.199557456,-0.222720951,0.007739096
ADA,25/02/2020,-0.393576872,-0.188069576,-1.477787345,0.483252579,-0.013184114,0.045102264,-0.023881587,-0.37274219,0.520658662,-0.014203116,0.043243091,-0.393576872,-0.188069576,-1.477787345,0.483252579,-0.013184114,0.045102264,0.054216774
XRP,25/02/2020,-0.391346977,-0.190184025,-0.582250998,-0.098632639,-0.15296412,-0.155765147,-0.761809336,0.563235537,-0.05963452,-0.154319399,-0.158133281,-0.391346977,-0.190184025,-0.582250998,-0.098632639,-0.15296412,-0.155765147,0.049120757
BTC,25/02/2020,-0.430321664,-0.191883476,-0.882805655,-0.509375145,1.058462604,1.585085747,2.400738161,0.188844446,-0.469253237,1.106727154,1.654254073,-0.430321664,-0.191883476,-0.882805655,-0.509375145,1.058462604,1.585085747,0.089378785
ETH,25/02/2020,-0.43158204,-0.194071378,-0.827515357,1.475880304,0.173189229,0.312925478,0.081536663,0.001648901,1.510570561,0.172618596,0.311744922,-0.43158204,-0.194071378,-0.827515357,1.475880304,0.173189229,0.312925478,0.047715451
BNB,25/02/2020,0.706246157,1.439237016,-0.728251386,0.757080917,-0.106370785,-0.088809343,-0.445554586,-0.37274219,0.793737807,-0.107613971,-0.091007824,0.706246157,1.439237016,-0.728251386,0.757080917,-0.106370785,-0.088809343,0.017206994
ADA,25/02/2020,0.345972675,-0.113299436,-0.788039998,-0.064404097,0.732309255,1.116395122,1.346555662,0.563235537,-0.025499627,0.733083731,1.117250412,0.345972675,-0.113299436,-0.788039998,-0.064404097,0.732309255,1.116395122,0.028922001
XRP,25/02/2020,-0.186390534,-0.117015781,-0.852043564,0.03828153,0.592529248,0.915527711,0.714046162,0.001648901,0.076905052,0.592967447,0.91587404,-0.186390534,-0.117015781,-0.852043564,0.03828153,0.592529248,0.915527711,0.003808543
BTC,25/02/2020,0.331623785,-0.121735264,-0.804439362,-0.235546808,0.033409222,0.112058067,0.503209663,0.001648901,-0.230308985,0.032502312,0.110368549,0.331623785,-0.121735264,-0.804439362,-0.235546808,0.033409222,0.112058067,0.01876353
ETH,25/02/2020,-0.246015989,-0.123057607,-0.412714156,0.688623832,-0.479117469,-0.624455772,-0.867227586,-0.185546645,0.725468021,-0.434551967,-0.560886027,-0.246015989,-0.123057607,-0.412714156,0.688623832,-0.479117469,-0.624455772,0.020761579
BNB,25/02/2020,-0.339380726,-0.146558557,-1.0534228,0.65439529,0.452749242,0.7146603,0.397791413,0.563235537,0.657198235,0.406145736,0.647372209,-0.339380726,-0.146558557,-1.0534228,0.65439529,0.452749242,0.7146603,0.070801691
ADA,25/02/2020,-0.199576001,-0.161878461,-1.138642823,-0.304003892,0.2663759,0.446837086,0.924882662,0.376039992,-0.298578772,0.266029452,0.445995837,-0.199576001,-0.161878461,-1.138642823,-0.304003892,0.2663759,0.446837086,0.046982619
XRP,25/02/2020,-0.242816575,-0.161814205,-0.700960435,0.893995086,0.406155906,0.647704496,-0.656391086,0.188844446,0.930277379,0.406145736,0.647372209,-0.242816575,-0.161814205,-0.700960435,0.893995086,0.406155906,0.647704496,0.069704272
BTC,25/02/2020,-0.250766635,-0.169045863,-1.202044253,-0.954346194,0.592529248,0.915527711,1.135719162,-0.185546645,-0.913006847,0.639672875,0.982999497,-0.250766635,-0.169045863,-1.202044253,-0.954346194,0.592529248,0.915527711,0.081756608
ETH,25/02/2020,0.159921865,-0.169840136,-0.827586197,0.483252579,-0.246150791,-0.289676754,-0.340136337,0.188844446,0.520658662,-0.247730255,-0.292384196,0.159921865,-0.169840136,-0.827586197,0.483252579,-0.246150791,-0.289676754,0.064256431
BNB,25/02/2020,-0.366430323,-0.1690693,-0.555420504,-1.022803279,-0.199557456,-0.222720951,-0.129299837,0.001648901,-1.015411526,-0.201024827,-0.225258739,-0.366430323,-0.1690693,-0.555420504,-1.022803279,-0.199557456,-0.222720951,0.056543506
ADA,25/02/2020,-0.337441687,-0.172205646,-2.026369106,-0.132861181,-1.084830831,-1.49488122,-1.710573585,-0.185546645,-0.127904306,-1.088427958,-1.500642432,-0.337441687,-0.172205646,-2.026369106,-0.132861181,-1.084830831,-1.49488122,0.054763206
XRP,25/02/2020,-0.175919723,0.286342322,-0.185319082,-0.954346194,0.312969235,0.513792889,1.241137412,0.188844446,-0.94714174,0.31273488,0.513121294,-0.175919723,0.286342322,-0.185319082,-0.954346194,0.312969235,0.513792889,0.08125101
BTC,25/02/2020,-0.17679229,0.286342322,-0.204746839,-0.954346194,0.406155906,0.647704496,1.557392162,-0.185546645,-0.94714174,0.406145736,0.647372209,-0.17679229,0.286342322,-0.204746839,-0.954346194,0.406155906,0.647704496,0.084107509
ETH,25/02/2020,-0.028649696,-0.170740905,-0.804102874,-0.543603688,0.499342577,0.781616104,0.186954913,0.188844446,-0.537523023,0.499556591,0.781623124,-0.028649696,-0.170740905,-0.804102874,-0.543603688,0.499342577,0.781616104,0.057095864
BNB,25/02/2020,-0.379518837,-0.168368122,1.468661302,0.209424241,-0.059777449,-0.02185354,-1.078064086,0.376039992,0.247579518,-0.014203116,0.043243091,-0.379518837,-0.168368122,1.468661302,0.209424241,-0.059777449,-0.02185354,0.011552299
ADA,25/02/2020,-0.344906988,-0.175905203,-1.16653591,1.133594881,-0.385930798,-0.490544165,-0.761809336,-0.559937735,1.135086738,-0.434551967,-0.560886027,-0.344906988,-0.175905203,-1.16653591,1.133594881,-0.385930798,-0.490544165,0.010220089
XRP,25/02/2020,-0.233315283,-0.180424513,-0.968344456,1.133594881,0.359562571,0.580748693,-0.550972836,0.001648901,1.169221631,0.359440308,0.580246752,-0.233315283,-0.180424513,-0.968344456,1.133594881,0.359562571,0.580748693,0.039211251
BTC,25/02/2020,0.229145564,-0.181867067,-0.614111102,0.96245217,0.033409222,0.112058067,1.768228661,-0.185546645,0.998547165,0.07920774,0.177494007,0.229145564,-0.181867067,-0.614111102,0.96245217,0.033409222,0.112058067,0.06024411
ETH,25/02/2020,0.155752931,-0.181867067,-1.664803854,0.96245217,0.033409222,0.112058067,1.768228661,-0.185546645,0.998547165,0.07920774,0.177494007,0.155752931,-0.181867067,-1.664803854,0.96245217,0.033409222,0.112058067,0.088665826
BNB,25/02/2020,-0.42566797,-0.184700706,-1.131735963,0.585938206,1.710769301,2.522466998,2.295319911,5.055928627,0.588928448,1.713897717,2.526885021,-0.42566797,-0.184700706,-1.131735963,0.585938206,1.710769301,2.522466998,0.065737985
ADA,25/02/2020,-0.17630753,-0.189561839,-0.584340765,1.441651761,-0.339337462,-0.423588362,-0.129299837,0.188844446,1.442300775,-0.341141111,-0.426635111,-0.17630753,-0.189561839,-0.584340765,1.441651761,-0.339337462,-0.423588362,0.025842327
XRP,26/02/2020,0.399781013,0.347144981,-0.054850273,1.475880304,1.011869268,1.518129944,0.503209663,1.68640881,1.510570561,1.013316298,1.520003157,0.399781013,0.347144981,-0.054850273,1.475880304,1.011869268,1.518129944,0.028705828
BTC,26/02/2020,0.199866072,1.855943481,-0.262427973,-0.509375145,-0.618897476,-0.825323183,-2.343083085,-2.619088735,-0.50338813,-0.621373678,-0.829387857,0.199866072,1.855943481,-0.262427973,-0.509375145,-0.618897476,-0.825323183,0.084372031
ETH,26/02/2020,-0.261043543,,-0.12398971,,,,,,,,,-0.261043543,,-0.12398971,,,,0.002452628
BNB,26/02/2020,-0.304671925,-0.188404673,0.207681236,1.715480099,-0.059777449,-0.02185354,-0.129299837,0.001648901,1.749514813,-0.060908543,-0.023882366,-0.304671925,-0.188404673,0.207681236,1.715480099,-0.059777449,-0.02185354,0.081304517
ADA,26/02/2020,-0.334339224,-0.159332519,-0.809575232,0.585938206,0.080002557,0.179013871,-0.129299837,-0.934328826,0.623063341,0.07920774,0.177494007,-0.334339224,-0.159332519,-0.809575232,0.585938206,0.080002557,0.179013871,0.072345159
XRP,26/02/2020,-0.316887872,-0.164489139,-0.495472504,0.072510072,1.105055939,1.652041551,0.608627913,0.188844446,0.111039945,1.153432582,1.72137953,-0.316887872,-0.164489139,-0.495472504,0.072510072,1.105055939,1.652041551,0.013036826
BTC,26/02/2020,-0.42712225,-0.194047533,0.295362934,-1.604688497,-0.059777449,-0.02185354,-0.023881587,-0.185546645,-1.595704709,-0.060908543,-0.023882366,-0.42712225,-0.194047533,0.295362934,-1.604688497,-0.059777449,-0.02185354,0.077180072
ETH,26/02/2020,-0.286832764,-0.190803516,-0.128665123,,,,,,,,,-0.286832764,-0.190803516,-0.128665123,,,,0.001474819
BNB,26/02/2020,-0.310004283,-0.171150964,0.008320928,1.783937184,0.033409222,0.112058067,0.081536663,0.001648901,1.783649706,0.032502312,0.110368549,-0.310004283,-0.171150964,0.008320928,1.783937184,0.033409222,0.112058067,0.096672568
ADA,26/02/2020,-0.431194232,-0.192871118,0.204458034,-1.536231412,0.033409222,0.112058067,0.081536663,-0.37274219,-1.527434922,0.032502312,0.110368549,-0.431194232,-0.192871118,0.204458034,-1.536231412,0.033409222,0.112058067,0.042471271
XRP,26/02/2020,-0.383784724,-0.156978004,0.080506467,,,,,,,,,-0.383784724,-0.156978004,0.080506467,,,,0.025313405
BTC,26/02/2020,-0.362940052,-0.179715029,-0.202515392,-1.536231412,-0.013184114,0.045102264,-0.023881587,0.001648901,-1.527434922,-0.014203116,0.043243091,-0.362940052,-0.179715029,-0.202515392,-1.536231412,-0.013184114,0.045102264,0.052950346
ETH,26/02/2020,-0.408798329,-0.186801659,0.370346637,0.106738615,1.244835946,1.852908962,3.34950241,-0.747133281,0.145174838,1.246843438,1.855630445,-0.408798329,-0.186801659,0.370346637,0.106738615,1.244835946,1.852908962,0.085722349
BNB,26/02/2020,-0.377482846,-0.193633848,1.477870448,,,,,,,,,-0.377482846,-0.193633848,1.477870448,,,,0.018864847
ADA,26/02/2020,-0.425571018,-0.194767631,0.34061172,-1.50200287,0.033409222,0.112058067,,-2.80628428,-1.493300029,0.032502312,0.110368549,-0.425571018,-0.194767631,0.34061172,-1.50200287,0.033409222,0.112058067,0.0703512
XRP,26/02/2020,-0.388923178,-0.176008914,-1.200716011,-1.159717448,-1.92351087,-2.700085685,-0.867227586,0.001648901,-1.151951099,-1.975831088,-2.776026126,-0.388923178,-0.176008914,-1.200716011,-1.159717448,-1.92351087,-2.700085685,0.005600076
BTC,26/02/2020,-0.381845685,-0.189450643,-1.351356392,-0.714746399,-0.665490811,-0.892278987,-0.023881587,-2.057502099,-0.708197489,-0.668079106,-0.896513314,-0.381845685,-0.189450643,-1.351356392,-0.714746399,-0.665490811,-0.892278987,0.055496686
ETH,26/02/2020,-0.190365565,-0.142656771,0.480112577,-1.604688497,-0.106370785,-0.088809343,-0.129299837,0.001648901,-1.595704709,-0.107613971,-0.091007824,-0.190365565,-0.142656771,0.480112577,-1.604688497,-0.106370785,-0.088809343,0.049767396
BNB,26/02/2020,-0.329297722,-0.189007418,-0.363817132,0.757080917,0.825495926,1.250306729,-1.815991835,-3.180675371,0.793737807,0.826494587,1.251501327,-0.329297722,-0.189007418,-0.363817132,0.757080917,0.825495926,1.250306729,0.020008733
ADA,26/02/2020,-0.420917324,-0.187417019,-1.197988687,0.620166748,0.2663759,0.446837086,-0.023881587,0.001648901,0.657198235,0.266029452,0.445995837,-0.420917324,-0.187417019,-1.197988687,0.620166748,0.2663759,0.446837086,0.057966539
XRP,26/02/2020,-0.287414476,-0.187670149,0.04908911,0.551709663,-0.106370785,-0.088809343,1.346555662,0.001648901,0.554793555,-0.107613971,-0.091007824,-0.287414476,-0.187670149,0.04908911,0.551709663,-0.106370785,-0.088809343,0.022895502
BTC,26/02/2020,-0.435760669,-0.190818583,0.741315844,0.517481121,0.359562571,0.580748693,0.714046162,-0.559937735,0.554793555,0.406145736,0.647372209,-0.435760669,-0.190818583,0.741315844,0.517481121,0.359562571,0.580748693,0.074667781
ETH,26/02/2020,-0.437961401,-0.194326973,0.330888987,-1.467774328,-0.013184114,0.045102264,0.292373163,0.001648901,-1.459165136,-0.014203116,0.043243091,-0.437961401,-0.194326973,0.330888987,-1.467774328,-0.013184114,0.045102264,0.002382422
BNB,26/02/2020,-0.326292212,-0.187821696,0.672955642,1.544337388,-0.246150791,-0.289676754,-0.550972836,-0.185546645,1.544705455,-0.247730255,-0.292384196,-0.326292212,-0.187821696,0.672955642,1.544337388,-0.246150791,-0.289676754,0.063657662
ADA,26/02/2020,-0.388874702,-0.190040731,0.048664073,0.585938206,-0.758677482,-1.026190594,2.506156411,3.183973173,0.623063341,-0.714784534,-0.963638772,-0.388874702,-0.190040731,0.048664073,0.585938206,-0.758677482,-1.026190594,0.094012509
XRP,26/02/2020,0.473173646,-0.175018128,-0.203755085,0.483252579,1.570989294,2.321599587,3.24408416,0.937626628,0.486523769,1.573781433,2.325508648,0.473173646,-0.175018128,-0.203755085,0.483252579,1.570989294,2.321599587,0.019843313
BTC,26/02/2020,-0.332012377,-0.179077373,-0.474769634,1.57856593,-0.339337462,-0.423588362,-0.445554586,-0.747133281,1.578840348,-0.341141111,-0.426635111,-0.332012377,-0.179077373,-0.474769634,1.57856593,-0.339337462,-0.423588362,0.006558049
ETH,26/02/2020,-0.258134984,-0.177314412,-0.132809239,1.475880304,0.033409222,0.112058067,0.186954913,0.188844446,1.476435668,0.032502312,0.110368549,-0.258134984,-0.177314412,-0.132809239,1.475880304,0.033409222,0.112058067,0.095872852
BNB,26/02/2020,-0.323626033,-0.183843619,0.160006194,-1.330860159,-0.525710804,-0.691411576,0.292373163,0.376039992,-1.322625564,-0.527962823,-0.695136942,-0.323626033,-0.183843619,0.160006194,-1.330860159,-0.525710804,-0.691411576,0.016878665
ADA,26/02/2020,-0.382427396,-0.186882571,-0.484935115,-0.612060772,-0.712084147,-0.959234791,-0.761809336,0.376039992,-0.605792809,-0.714784534,-0.963638772,-0.382427396,-0.186882571,-0.484935115,-0.612060772,-0.712084147,-0.959234791,0.029611182
XRP,26/02/2020,-0.434895858,-0.189613483,-1.28310245,0.175195699,-0.851864153,-1.160102201,-1.605155335,0.188844446,0.179309731,-0.901606246,-1.232140602,-0.434895858,-0.189613483,-1.28310245,0.175195699,-0.851864153,-1.160102201,0.056385508
BTC,26/02/2020,0.489073767,-0.165557303,-0.172762766,-0.132861181,-0.665490811,-0.892278987,-0.550972836,0.937626628,-0.127904306,-0.714784534,-0.963638772,0.489073767,-0.165557303,-0.172762766,-0.132861181,-0.665490811,-0.892278987,0.071830905
ETH,26/02/2020,-0.384560339,-0.194478549,-1.174912691,0.517481121,1.850549308,2.723334409,2.82241116,3.558364264,0.554793555,1.900719429,2.795386851,-0.384560339,-0.194478549,-1.174912691,0.517481121,1.850549308,2.723334409,0.042292379
BNB,26/02/2020,-0.289547419,-0.191527876,-1.079598027,0.585938206,-0.712084147,-0.959234791,0.186954913,-0.185546645,0.623063341,-0.668079106,-0.896513314,-0.289547419,-0.191527876,-1.079598027,0.585938206,-0.712084147,-0.959234791,0.0592522
